folioviv,sexo_jefe,edad_jefe,educa_jefe,tot_integ,hombres,mujeres,p12_64,p65mas,ocupados,percep_ing,perc_ocupa,total_gasto,total_ingreso
1524661419,1,27,3,4,1,3,2,0,2,2,2,17177.96,22861.18
1524661420,1,73,3,3,2,1,1,2,3,2,2,5508.81,7482.450000000001
1524661420,1,32,6,5,3,2,3,0,2,2,2,19844.429999999997,17160.09
1524661421,2,38,6,5,3,2,4,0,4,4,4,22501.460000000003,36010.43
1524661423,1,62,1,5,2,3,4,0,2,4,2,18644.11,19465.55
1524661424,1,27,6,4,2,2,2,0,2,4,2,21953.24,18930.609999999997
1524661513,1,72,3,3,1,2,1,2,2,2,2,18577.940000000002,13776.45
1524661514,2,53,4,4,2,2,3,0,3,3,3,12888.06,24189.82
1524661515,1,35,6,5,3,2,4,0,1,3,1,30155.27,25578.18
1524661516,1,65,1,2,1,1,1,1,2,2,2,8164.16,6970.24
1524661517,1,54,4,7,3,4,6,0,3,3,3,18724.39,34400.13
1524661518,1,42,4,5,1,4,4,0,3,3,3,29239.97,27997.0
1524661601,1,38,4,6,5,1,5,0,1,4,1,12543.98,26253.78
1524661601,2,63,4,2,0,2,2,0,1,2,1,6165.35,6670.38
1524661602,1,30,6,4,2,2,2,0,2,2,2,32081.03,36003.45
1524661603,1,45,6,7,2,5,5,0,3,4,3,26256.27,36444.62
1524661604,1,29,6,5,1,4,3,0,2,2,2,18683.809999999998,26457.72
1524661605,1,43,6,5,1,4,4,0,2,3,2,20773.59,25378.29
1524661606,2,74,1,2,1,1,1,1,1,2,1,7781.63,11476.33
1524661707,2,49,4,3,1,2,3,0,1,1,1,10957.27,28347.59
1524661708,1,56,1,3,1,2,3,0,2,3,2,25641.9,53210.28
1524661709,2,61,3,7,3,4,6,0,3,4,3,28009.06,77602.96
1524661711,1,54,1,2,1,1,2,0,1,1,1,3110.02,11079.6
1524661712,1,40,6,4,2,2,4,0,1,2,1,19296.53,43035.56
1524677213,1,51,4,5,3,2,4,0,4,3,3,9134.4,21158.64
1524677214,1,63,3,7,3,4,5,0,3,3,3,19587.83,23521.66
1524677215,1,82,4,3,1,2,2,1,1,3,1,17686.64,14433.03
1524677216,1,26,4,4,1,3,2,0,1,1,1,17013.61,9610.26
1524677218,1,27,6,4,2,2,2,0,1,4,1,20157.03,12490.27
1524677619,1,42,4,5,3,2,4,0,3,3,3,10323.13,10524.57
1524677620,1,45,3,4,1,3,2,0,2,3,2,12587.72,12292.58
1524677621,1,43,10,4,2,2,4,0,2,1,1,63158.09,78489.11
1524677622,2,30,4,4,1,3,2,0,1,1,1,8613.13,30693.34
1524677623,1,34,4,4,1,3,2,0,1,3,1,7230.94,10412.53
1524677624,1,54,6,3,2,1,3,0,2,2,2,19051.940000000002,29862.46
1524677807,1,43,6,3,2,1,3,0,2,3,2,29320.97,27061.940000000002
1524677808,1,32,4,1,1,0,1,0,1,1,1,11732.05,27327.68
1524677809,1,39,6,7,3,4,4,0,3,6,3,15939.89,27015.21
1524677810,1,36,4,5,3,2,2,0,1,5,1,14331.279999999999,15419.4
1524677811,1,42,6,4,3,1,4,0,2,4,2,32991.82,9929.88
1524677812,1,42,8,7,5,2,5,0,2,5,2,14705.82,23877.2
1524677901,1,85,3,2,1,1,0,2,0,2,0,4784.32,5663.7
1524677902,1,67,10,2,1,1,1,1,1,2,1,10896.63,6394.71
1524677903,1,28,4,3,1,2,2,0,1,1,1,16034.34,17837.47
1524677904,1,48,4,8,4,4,6,0,5,6,5,26464.16,74927.77
1524677905,1,28,3,4,2,2,2,0,1,1,1,12340.44,9002.69
1524677906,2,42,6,4,1,3,4,0,2,4,2,29428.1,21780.76
1524857007,1,51,4,4,2,2,3,0,1,2,1,18344.35,17325.21
1524857008,1,43,5,4,2,2,4,0,2,4,2,25943.28,19237.94
1524857009,2,56,3,1,0,1,1,0,1,1,1,3769.67,12013.84
1524857010,1,33,1,6,1,5,3,0,1,2,1,15505.7,19819.42
1524857012,2,56,6,4,1,3,3,0,2,2,2,9461.45,16362.55
1524857301,1,49,6,4,2,2,3,0,2,2,2,21904.36,51956.59
1524857302,1,62,4,2,1,1,2,0,1,1,1,15079.6,29101.17
1524857303,1,59,4,5,2,3,4,0,3,4,3,20548.87,37468.64
1524857304,1,33,6,4,2,2,3,0,1,2,1,21503.260000000002,30388.77
1524857305,1,33,6,5,2,3,2,1,3,3,3,29253.25,44176.55
1524857819,1,29,10,5,3,2,2,0,2,2,2,26058.21,50817.97
1524857820,1,41,4,5,4,1,5,0,4,5,4,54064.55,58654.31
1524857821,1,49,4,3,2,1,2,0,2,3,2,28457.82,29796.23
1524857823,1,43,4,2,1,1,2,0,1,2,1,15300.65,26507.02
1524857824,1,48,6,6,1,5,5,0,3,6,4,52082.02,56034.32
1524857913,1,92,3,3,2,1,0,3,2,3,2,8442.77,16834.68
1524857914,1,54,4,8,4,4,5,0,3,3,3,17152.18,25540.29
1524857915,1,41,6,4,3,1,3,0,2,2,2,41990.29,39692.14
1524857916,2,96,1,3,2,1,1,2,1,2,1,12512.68,23492.13
1524857917,2,84,3,3,0,3,2,1,2,2,1,15203.28,12168.73
1524857918,1,44,6,5,2,3,5,0,3,4,3,41824.42,85873.22
1525013201,1,55,6,2,1,1,2,0,2,2,2,17978.74,21235.24
1525013202,2,50,4,2,1,1,2,0,1,1,1,12669.14,21601.17
1525013203,1,39,6,5,2,3,2,0,1,5,1,22352.940000000002,19243.54
1525013204,1,39,8,4,3,1,2,0,1,4,1,13283.15,15061.79
1525013205,1,35,3,6,3,3,4,0,1,6,1,16882.1,20976.46
1525013206,1,41,10,1,1,0,1,0,1,1,1,24374.14,32429.49
1525013519,1,46,3,4,3,1,3,0,1,1,1,29683.410000000003,36812.58
1525013520,1,50,10,2,1,1,1,1,2,2,2,33009.880000000005,42282.28
1525013521,1,33,6,4,3,1,3,0,1,2,1,30010.91,27301.34
1525013523,1,48,4,4,1,3,3,0,1,3,1,22034.61,32151.620000000003
1525013524,1,56,10,4,3,1,4,0,2,3,2,59650.65,73362.09
1525013607,1,64,3,2,1,1,2,0,1,2,1,8157.23,15983.6
1525013608,2,39,6,5,2,3,3,0,1,1,1,29851.44,27259.510000000002
1525013609,2,30,8,4,2,2,2,0,1,1,1,19499.01,17778.68
1525013610,2,66,5,1,0,1,0,1,0,1,0,1786.4,20052.01
1525013611,1,46,6,4,2,2,4,0,1,1,1,35671.74,34672.12
1525013612,1,43,4,4,2,2,2,0,1,1,1,14508.83,21579.19
1525013713,1,67,3,7,2,5,5,1,2,7,2,27000.97,31549.13
1525013714,1,50,3,5,2,3,4,0,2,2,2,26761.08,30663.93
1525013715,1,54,10,4,2,2,3,1,2,2,2,54600.78,74114.74
1525013717,2,61,4,5,1,4,3,0,3,3,3,23075.04,67656.74
1525013718,2,58,3,5,1,4,3,0,3,3,3,20078.06,27331.95
1525403701,1,44,6,5,3,2,2,0,1,3,1,20875.59,20851.739999999998
1525403702,1,26,8,4,1,3,2,0,1,2,1,11005.37,15987.8
1525403703,2,48,6,6,3,3,4,0,3,5,3,17451.06,41076.07
1525403704,1,61,8,4,2,2,3,0,1,4,1,5899.43,21111.46
1525403705,1,34,10,1,1,0,1,0,1,1,1,6238.23,25148.23
1525403706,1,26,6,4,1,3,2,0,1,1,1,10645.67,24818.820000000003
1525519501,2,34,10,5,1,4,2,0,1,3,1,22886.329999999998,17839.01
1525519502,2,44,8,5,2,3,5,0,4,4,4,33918.18,29822.74
1525519504,2,62,6,3,0,3,2,0,1,1,1,7119.8,24408.440000000002
1525519506,1,63,6,7,3,4,5,0,2,4,1,180001.25999999998,145701.07
1525645401,1,20,6,3,1,2,2,0,1,1,1,38537.75,39067.31
1525645402,2,62,4,2,0,2,1,1,0,2,0,38015.020000000004,40960.72
1525645403,1,69,4,4,1,3,3,1,2,3,2,29789.94,81515.2
1525645404,1,49,11,6,4,2,5,0,4,4,4,77521.42,103618.29
1525645405,1,34,4,6,4,2,4,0,3,3,2,31789.85,37517.86
1525645406,1,63,9,2,1,1,2,0,1,2,1,35208.0,91861.83
1525686007,1,32,8,3,1,2,2,0,1,2,1,23487.97,31346.31
1525686008,2,33,6,4,2,2,3,0,1,2,1,30357.78,20664.96
1525686009,1,34,6,4,2,2,3,0,2,3,2,10043.01,31243.52
1525686010,2,36,6,2,1,1,1,0,1,2,1,33431.27,35525.03
1525686011,1,36,8,4,3,1,2,0,2,2,2,22515.739999999998,33153.22
1525686012,1,53,7,4,2,2,4,0,1,1,1,18231.95,23085.74
1525686301,1,33,8,2,1,1,1,1,1,1,1,27110.93,32569.75
1525686303,1,30,6,1,1,0,1,0,1,1,1,8830.75,14145.18
1525686304,1,37,6,3,1,2,2,0,1,2,1,30979.75,38609.7
1525686819,1,57,3,1,1,0,1,0,1,1,1,8780.26,7315.89
1525686820,1,32,7,4,2,2,2,0,2,3,2,15659.94,27150.89
1525686821,1,49,3,4,2,2,4,0,2,3,2,21575.73,21747.52
1525686822,1,36,5,5,2,3,2,0,2,4,2,12671.84,28875.89
1525686823,1,31,8,2,1,1,2,0,2,2,2,108377.6,120280.31
1525686824,1,29,8,4,2,2,2,0,1,2,1,24357.3,28128.67
1525686913,1,32,6,5,4,1,2,0,1,2,1,13996.0,18170.280000000002
1525686914,2,40,6,5,1,4,4,0,1,4,1,16560.56,20103.23
1525686915,1,42,8,4,2,2,2,0,1,1,1,19605.670000000002,22868.41
1525686916,1,54,7,2,1,1,2,0,2,2,2,44849.36,53502.32
1525686917,1,42,6,4,2,2,2,0,2,4,2,23814.690000000002,22665.69
1525686918,1,39,10,4,2,2,2,0,1,1,1,41253.71,47202.64
1526028201,2,58,4,5,1,4,2,0,1,4,1,12057.39,24390.78
1526028203,1,65,3,3,2,1,2,1,1,3,1,17837.09,33151.73
1526060601,2,52,4,4,1,3,2,0,1,3,1,21593.55,28195.06
1526060602,1,76,4,5,4,1,3,2,1,4,1,33400.909999999996,31657.35
1526060604,1,40,6,4,2,2,3,0,1,2,1,29498.86,20163.92
1526060605,2,35,4,4,2,2,4,0,2,2,2,43250.6,29434.41
1526060606,2,65,1,1,0,1,0,1,1,1,1,7187.02,11786.400000000001
1526136701,1,66,4,5,1,4,4,1,2,2,2,37270.89,38706.06
1526136702,1,46,6,7,4,3,6,0,3,3,3,32544.52,33718.01
1526136703,2,40,6,2,1,1,2,0,1,1,1,11367.439999999999,8854.91
1526136704,1,24,6,3,1,2,2,0,1,1,1,19713.61,18290.16
1526136705,1,50,11,4,1,3,4,0,0,1,0,22094.11,28180.32
1526266401,1,40,8,5,2,3,4,0,1,2,1,38626.27,31798.33
1526266402,2,63,4,1,0,1,1,0,0,1,0,4147.34,18113.06
1526266403,1,43,11,4,1,3,3,0,1,1,1,47909.38,51746.73
1526266404,1,49,6,6,4,2,6,0,3,4,3,32793.659999999996,80626.26
1526266405,2,67,3,11,6,5,8,1,6,7,5,27145.55,52811.02
1526266406,1,54,6,4,1,3,3,0,2,2,2,18759.95,32161.34
1526668020,2,63,3,6,4,2,3,0,1,2,1,17887.58,26985.78
1526668021,1,72,3,7,3,4,4,2,3,3,3,16689.51,15895.93
1526668023,2,52,6,4,2,2,2,0,2,2,2,30139.47,50672.14
1526668024,1,30,10,4,3,1,2,0,1,1,1,29025.36,102856.75
1526668313,1,37,6,4,1,3,2,0,1,4,1,13430.21,14173.1
1526668314,1,69,3,4,1,3,2,2,2,2,2,12431.71,17384.29
1526668315,1,33,6,4,2,2,2,0,2,2,2,17345.89,6956.96
1526668317,1,73,4,5,2,3,2,2,0,3,0,35897.74,40476.0
1526668318,2,85,1,3,2,1,2,1,2,3,2,32634.92,23650.9
1526668408,2,81,3,4,1,3,1,1,1,3,1,14234.22,31191.65
1526668409,1,55,4,5,3,2,5,0,2,4,2,19486.45,23895.94
1526668410,1,46,8,3,1,2,3,0,1,1,1,23368.43,50552.42
1526668411,1,36,8,5,3,2,2,0,1,2,1,12251.79,29892.04
1526668412,1,35,5,1,1,0,1,0,1,1,1,32287.420000000002,46033.68
1526668501,1,55,8,6,4,2,4,0,3,3,3,13488.96,29936.01
1526668502,2,56,3,1,0,1,1,0,0,1,0,5251.0,12959.69
1526668503,2,67,1,1,0,1,0,1,0,1,0,4847.08,12168.71
1526668504,1,58,4,2,1,1,2,0,1,1,1,7298.4,19788.95
1526668505,1,49,6,4,2,2,4,0,1,2,1,15191.76,24504.19
1526668506,1,51,8,5,4,1,5,0,1,2,1,11270.38,37182.83
1526739301,1,74,3,3,1,2,1,2,1,2,1,6719.49,18059.15
1526739302,1,38,1,5,3,2,2,0,1,1,1,11267.46,10720.6
1526739303,2,33,6,4,1,3,2,0,0,1,0,13696.45,15604.82
1526739304,1,37,5,5,3,2,3,0,2,2,2,27797.92,31501.55
1526739305,1,63,3,3,1,2,2,0,1,1,1,9698.25,12435.94
1526739306,1,30,9,4,2,2,2,0,1,1,1,29569.91,25220.18
1526915901,2,60,4,1,0,1,1,0,1,1,1,5664.86,11910.79
1526915902,1,55,10,1,1,0,1,0,1,1,1,25372.92,45574.32
1526915903,2,79,4,4,0,4,2,1,2,3,2,30247.019999999997,40314.59
1526915905,1,64,6,5,4,1,4,0,1,1,1,20001.68,30551.23
1526915906,1,39,6,2,1,1,2,0,1,1,1,11879.51,11850.92
1526971801,1,42,3,5,3,2,3,0,1,1,1,17024.19,20163.93
1526971802,2,56,6,1,0,1,1,0,1,1,1,16484.9,17754.09
1526971803,1,52,6,6,3,3,6,0,3,5,3,28529.59,44142.73
1526971804,1,37,3,3,2,1,2,0,2,2,2,16565.02,21103.27
1526971806,2,64,3,2,0,2,2,0,1,2,1,9593.77,13298.35
1526973202,1,82,1,1,1,0,0,1,1,1,1,13486.62,11973.48
1526973203,1,53,4,3,2,1,2,0,1,2,1,13497.57,21201.56
1526973204,1,43,6,5,1,4,4,0,2,2,2,28395.34,32066.87
1526973205,1,47,4,5,3,2,5,0,1,2,1,21254.27,23803.24
1526973206,1,40,1,9,3,6,7,0,2,4,2,22811.7,25446.22
1526995001,1,56,4,4,2,2,4,0,3,2,2,16185.88,17577.11
1526995003,1,39,10,5,2,3,5,0,2,4,2,28564.54,45321.38
1526995004,1,54,6,8,5,3,7,0,5,8,5,51076.36,56217.76
1526995005,1,47,10,7,4,3,7,0,3,4,3,43081.44,55040.55
1526995006,2,49,6,3,1,2,3,0,3,3,3,25619.77,32921.48
1526995219,1,68,3,2,1,1,0,2,2,2,2,8333.61,11638.7
1526995221,1,65,5,1,1,0,0,1,0,1,0,8194.86,12247.15
1526995222,1,71,1,2,1,1,1,1,1,2,1,12261.27,6318.9
1526995223,2,21,9,2,1,1,1,0,0,2,0,17779.74,21493.980000000003
1526995813,1,24,9,3,3,0,3,0,1,3,1,20810.49,31327.86
1526995814,1,40,6,11,3,8,7,0,5,9,5,52224.020000000004,121735.87
1526995816,1,60,8,2,1,1,2,0,1,1,1,18974.129999999997,29940.98
1526995817,1,40,6,5,3,2,3,0,1,3,1,15232.28,24806.54
1526995818,1,58,11,7,3,4,4,1,2,3,2,120445.32,147777.01
1526995908,2,50,9,6,2,4,4,0,3,3,3,47815.92,64528.86
1526995909,1,64,4,8,4,4,7,0,3,7,3,39268.23,73363.58
1526995910,2,51,6,5,3,2,5,0,3,3,3,17602.14,19122.25
1526995912,1,74,6,8,2,6,4,2,4,6,4,105457.27,113753.7
1527439419,1,42,4,5,1,4,4,0,3,4,3,38014.73,35622.39
1527439420,1,27,4,6,5,1,3,0,3,3,3,8798.18,32901.38
1527439421,1,50,1,3,2,1,3,0,1,2,2,19963.9,20219.239999999998
1527439422,1,43,4,4,2,2,3,0,2,3,2,22897.38,22574.61
1527439423,1,49,4,8,2,6,5,0,3,5,3,33546.55,36198.31
1527439424,1,48,4,3,1,2,3,0,2,3,2,24796.73,24734.84
1527439513,1,24,5,3,2,1,2,0,2,2,2,14112.22,17480.67
1527439515,2,32,7,3,2,1,1,0,1,3,1,19418.38,19297.27
1527439516,1,56,4,6,4,2,4,0,4,1,1,77974.25,84240.28
1527439517,1,32,3,3,1,2,2,0,2,3,2,12845.06,20268.83
1527439601,1,73,3,2,1,1,0,2,2,2,2,11574.74,20052.75
1527439602,1,34,3,4,2,2,3,0,3,1,1,28934.5,31615.42
1527439603,2,19,9,1,0,1,1,0,0,1,0,16836.4,26757.58
1527439604,2,83,4,1,0,1,0,1,0,1,0,10662.51,33418.0
1527439605,1,46,8,5,4,1,5,0,2,2,2,51162.94,65747.03
1527439606,1,31,4,4,2,2,2,0,2,2,1,13168.93,23039.01
1527439707,1,50,6,5,3,2,3,0,3,4,2,25233.800000000003,40391.79
1527439708,1,48,6,4,2,2,3,0,2,2,1,29572.210000000003,45158.299999999996
1527439709,1,44,5,4,2,2,4,0,3,4,3,19069.79,26033.760000000002
1527439710,1,65,6,2,1,1,1,1,2,2,2,11215.18,24849.33
1527439711,1,58,10,2,1,1,2,0,2,2,2,26754.83,29375.239999999998
1527439712,1,38,4,6,4,2,5,0,2,3,3,28896.07,36387.43
1527657601,2,59,6,1,0,1,1,0,1,1,1,7203.7,12221.29
1527657602,1,29,6,4,3,1,2,0,2,4,2,23203.97,26380.6
1527657603,1,48,5,2,1,1,2,0,2,1,1,33021.82,47852.45
1527657604,1,27,7,5,1,4,2,0,2,3,2,20138.71,23421.34
1527657605,1,38,10,3,1,2,2,0,2,2,2,36764.21,45157.35
1528018902,1,44,10,4,1,3,4,0,1,1,1,32995.82,60557.48
1528018903,1,56,6,4,2,2,4,0,1,2,1,32850.11,42402.08
1528018904,2,51,6,4,3,1,4,0,3,4,3,50023.2,60395.87
1528018905,1,43,10,4,2,2,3,0,1,2,1,44731.880000000005,75830.45
1528018906,2,42,4,3,1,2,3,0,3,3,3,20345.67,39067.28999999999
1528161501,2,53,9,10,3,7,4,0,1,5,1,45561.54,48789.06
1528161502,1,27,8,3,1,2,2,0,2,2,2,24917.27,20543.47
1528161503,1,51,4,4,2,2,2,0,1,1,1,22740.989999999998,31504.09
1528161504,1,46,6,6,4,2,5,0,2,2,2,25695.93,32659.73
1528161506,2,39,8,4,1,3,2,0,1,1,1,36404.2,38648.12
1528354801,2,51,6,4,2,2,4,0,0,3,0,24147.78,36187.11
1528354803,1,45,6,4,1,3,3,0,1,2,1,12479.42,18773.65
1528354804,1,52,9,5,2,3,5,0,3,4,3,48179.12,121781.67
1528354805,1,63,8,3,1,2,3,0,0,1,0,32033.59,41409.83
1528354806,1,58,7,4,2,2,3,0,1,2,1,80226.08,120663.91
1528549301,2,81,1,3,1,2,2,1,0,2,0,10074.3,9822.4
1528549302,1,47,6,5,2,3,4,1,2,3,2,21168.92,30825.46
1528549303,1,60,5,5,2,3,4,0,2,2,2,45365.44,43907.68
1528549304,1,46,6,4,2,2,4,0,3,3,3,23541.84,30710.25
1528549306,2,69,3,5,2,3,4,1,2,5,2,33431.45,46927.58
1528963301,1,36,8,4,3,1,3,0,2,2,2,23322.2,56275.17
1528963302,1,23,10,2,1,1,2,0,1,2,1,49897.97,111207.26
1528963303,1,55,6,3,2,1,3,0,3,3,3,28356.03,50166.36
1528963306,1,37,6,9,3,6,5,0,4,4,4,37123.54,36742.79
1529039001,1,43,6,4,1,3,3,0,2,2,2,24850.22,35178.71
1529039002,1,32,6,3,1,2,2,0,1,1,1,17295.76,9391.3
1529039003,1,42,8,1,1,0,1,0,1,1,1,25018.67,33565.38
1529039005,1,73,8,1,1,0,0,1,1,1,1,19926.39,21766.29
1529039006,2,26,7,6,2,4,2,0,2,2,2,16886.04,17650.6
1560030001,1,56,4,7,3,4,5,0,2,4,2,29356.64,30386.79
1560030002,1,74,1,2,1,1,0,2,2,2,2,7744.72,13384.19
1560030003,1,55,4,6,2,4,5,0,5,6,5,25172.7,62337.85
1560030004,2,42,8,4,1,3,3,1,3,4,3,27657.52,35741.78
1560030005,1,40,6,5,2,3,4,0,3,4,3,22867.39,26793.98
1560030006,1,36,6,1,1,0,1,0,1,1,1,12405.54,22035.83
1560030207,2,37,6,5,0,5,5,0,3,3,3,41755.35,38682.56
1560030208,1,23,6,4,2,2,2,0,1,1,1,12680.28,30410.989999999998
1560030209,1,46,6,7,3,4,6,0,6,4,4,35364.34,48958.49
1560030210,1,59,6,3,1,2,2,0,2,3,2,16233.05,30434.5
1560030211,1,56,1,7,4,3,4,0,2,2,2,8357.34,21213.97
1560030212,1,63,3,6,3,3,4,0,2,2,2,9260.27,34444.46
1560030313,1,30,6,4,2,2,2,0,1,2,1,9559.85,23626.28
1560030314,2,64,7,1,0,1,1,0,1,1,1,17578.649999999998,21726.34
1560030315,1,38,4,4,2,2,3,0,1,1,1,9093.25,17072.21
1560030316,2,46,1,6,3,3,5,0,5,5,5,22195.39,42696.64
1560030317,2,71,3,5,2,3,2,1,2,3,2,19348.0,22117.35
1560030318,2,37,4,9,6,3,5,0,5,5,5,23358.48,43125.5
1560030419,1,72,4,2,1,1,1,1,0,1,0,9667.25,37065.020000000004
1560030420,2,76,1,2,1,1,1,1,1,2,1,13414.84,23146.08
1560030421,1,67,3,2,1,1,0,2,1,2,1,10106.45,12749.08
1560030422,1,27,5,3,1,2,2,0,2,2,2,17422.13,17909.01
1560030423,2,67,1,2,0,2,1,1,0,1,0,1057.56,15152.359999999999
1560060501,1,37,10,8,5,3,6,0,4,4,4,56711.62,78735.77
1560060502,1,46,6,5,3,2,5,0,3,2,1,37461.0,43458.229999999996
1560060503,1,31,8,4,3,1,2,0,1,4,1,29092.82,19064.05
1560060504,1,67,6,4,2,2,3,1,2,4,2,17452.75,37381.33
1560060505,1,53,3,11,5,6,7,0,3,4,3,36983.94,56555.88
1560060506,1,52,4,5,1,4,3,0,1,5,1,33530.740000000005,34473.31
1560060607,2,67,3,4,0,4,2,1,1,3,1,50164.49,45033.61
1560060608,1,38,4,3,2,1,2,0,1,3,1,19048.89,28219.660000000003
1560060609,1,41,3,5,2,3,4,0,3,4,3,22816.31,25123.06
1560060610,1,63,3,2,1,1,1,1,1,2,1,9077.03,9800.9
1560060611,1,63,3,6,4,2,4,0,4,6,4,58962.08,106381.25
1560060612,1,55,4,5,3,2,4,0,3,3,3,23972.9,33780.97
1560060713,1,47,6,8,4,4,6,0,3,3,3,7838.15,52426.2
1560060714,1,62,6,6,3,3,4,0,2,2,2,23417.63,41016.37
1560060716,1,46,4,8,4,4,6,0,2,2,2,11832.79,32508.18
1560060717,1,44,10,2,1,1,2,0,1,1,1,19994.02,14973.69
1560060718,1,23,9,3,1,2,2,0,1,1,1,12262.46,18255.73
1560060819,1,41,3,5,4,1,4,0,3,5,3,56762.42,44005.69
1560060820,1,46,6,5,3,2,4,0,3,5,3,41437.579999999994,46575.92
1560060821,1,38,6,4,2,2,4,0,2,2,2,38953.97,37956.63
1560060822,1,33,6,5,2,3,3,0,2,5,2,50388.54,54147.7
1560060823,2,58,3,3,0,3,2,0,1,2,1,7678.19,22728.16
1560060824,1,40,5,5,4,1,3,0,1,5,1,19452.07,43532.079999999994
1560078007,1,45,1,6,2,4,4,0,2,6,2,27899.9,22359.68
1560078008,1,74,1,8,4,4,2,2,3,6,3,17363.16,37322.670000000006
1560078009,1,37,4,5,1,4,2,0,1,1,1,15621.82,38553.33
1560078010,1,27,6,3,2,1,2,0,1,1,1,13414.54,19733.17
1560078011,1,42,1,6,2,4,2,0,2,2,2,16278.390000000001,16487.71
1560078012,1,23,6,3,2,1,2,0,1,1,1,12648.92,25297.98
1560078213,1,52,3,1,1,0,1,0,1,1,1,18710.87,9160.39
1560078214,1,27,5,4,2,2,2,0,2,2,2,17994.55,18675.27
1560078215,1,33,5,4,1,3,2,0,2,2,2,23807.17,35720.89
1560078216,1,33,6,4,1,3,3,0,1,3,1,11823.77,14613.15
1560078217,1,60,3,4,2,2,4,0,1,4,2,19713.81,20903.2
1560078218,1,27,6,3,1,2,2,0,1,2,1,22464.26,11625.27
1560078319,2,85,1,1,0,1,0,1,0,1,0,1754.36,9092.09
1560078320,1,40,3,5,3,2,4,0,1,1,1,11970.189999999999,5186.35
1560078321,2,34,6,4,2,2,1,0,1,4,1,9120.72,37530.49
1560078322,1,64,3,8,5,3,6,0,4,4,3,27589.640000000003,68259.75
1560078323,1,51,6,5,3,2,4,0,4,4,4,19220.8,31484.45
1560078324,1,40,4,8,2,6,7,0,2,6,2,33429.52,86528.72
1560078901,2,46,4,3,2,1,3,0,3,3,3,16680.1,30261.38
1560078902,1,59,3,8,4,4,6,0,3,3,3,26215.28,80171.61
1560078903,1,37,3,5,4,1,3,0,1,4,1,10574.04,20069.98
1560078904,1,25,4,4,2,2,2,0,1,3,1,19970.84,17730.16
1560078905,1,34,4,5,3,2,4,0,2,5,2,16013.46,24022.73
1560078906,1,36,3,9,6,3,7,0,4,4,4,33662.4,69364.19
1560156402,1,38,8,4,2,2,3,0,3,3,3,29236.12,53099.520000000004
1560156403,1,40,6,2,1,1,1,1,1,2,1,11184.77,12027.189999999999
1560156404,2,25,6,3,2,1,1,0,1,1,1,16757.66,15840.39
1560156405,1,25,8,3,2,1,2,0,1,1,1,9942.31,21963.52
1560156406,1,26,7,4,2,2,2,0,1,1,1,20791.699999999997,20127.109999999997
1560156510,1,74,1,2,1,1,0,2,0,2,0,3288.48,5791.0
1560156511,1,44,10,3,2,1,2,0,1,1,1,26411.0,29690.62
1560156512,1,35,6,6,3,3,3,0,1,2,1,50013.32,27189.51
1560156613,1,35,7,4,1,3,3,0,1,1,1,23135.24,29606.55
1560156614,1,31,6,4,2,2,2,0,2,2,2,26931.06,34598.33
1560156616,1,37,8,5,2,3,4,0,1,1,1,57388.59,33029.64
1560156618,1,39,7,4,2,2,2,0,2,1,1,8193.23,21225.08
1560156719,1,28,7,4,1,3,2,0,2,2,2,20149.6,35679.71
1560156720,1,67,1,6,4,2,3,2,3,3,3,21758.0,29087.08
1560156721,1,28,7,3,1,2,2,0,2,2,2,20553.45,24682.46
1560156722,1,50,6,4,2,2,3,0,1,3,2,6593.95,21673.190000000002
1560156723,1,53,4,3,2,1,3,0,0,1,0,14429.32,26259.56
1560156724,1,18,5,3,1,2,2,0,0,2,0,17390.89,12885.23
1560176013,1,63,3,2,1,1,2,0,2,1,1,13672.380000000001,11169.96
1560176014,1,59,3,7,6,1,7,0,4,6,4,25029.63,121637.22
1560176015,1,35,4,4,3,1,2,0,1,3,1,8282.56,17779.739999999998
1560176016,2,45,3,6,2,4,5,0,3,6,3,12434.97,21270.04
1560176017,1,21,6,3,2,1,2,0,0,1,0,13478.94,5337.77
1560176018,2,39,4,5,1,4,3,0,2,2,2,13584.09,33266.34
1560176219,1,78,1,3,2,1,1,2,2,3,2,4413.28,7641.75
1560176220,1,43,3,10,5,5,7,0,3,4,3,10392.35,35757.85
1560176221,1,36,6,6,2,4,2,0,2,2,2,10435.43,19741.03
1560176222,1,36,3,2,1,1,1,1,1,1,1,7013.04,5596.32
1560176223,2,57,3,2,1,1,2,0,1,1,1,8010.35,8934.52
1560176224,1,46,3,6,3,3,6,0,3,5,3,19097.96,40663.11
1560176801,1,39,4,5,2,3,3,0,1,5,1,24723.63,30602.03
1560176802,1,54,3,11,8,3,8,0,6,9,6,23068.86,112884.28
1560176803,1,44,3,8,4,4,5,0,3,6,3,20359.71,42919.64
1560176804,1,53,4,3,2,1,3,0,2,3,2,12181.85,20635.06
1560176805,1,25,5,4,2,2,2,0,1,3,1,27968.79,34244.24
1560176806,1,41,3,7,3,4,4,0,2,5,2,15200.89,34096.68
1560176907,1,43,3,3,1,2,3,0,1,1,1,12994.79,12900.42
1560176908,1,40,1,8,3,5,5,0,3,6,3,10275.49,25221.469999999998
1560176909,1,48,3,1,1,0,1,0,1,1,1,7358.34,9700.95
1560176910,2,35,3,2,1,1,2,0,1,2,1,4971.12,10713.62
