folioviv,foliohog,huespedes,huesp_come,num_trab_d,trab_come,acc_alim1,acc_alim2,acc_alim3,acc_alim4,acc_alim5,acc_alim6,acc_alim7,acc_alim8,acc_alim9,acc_alim10,acc_alim11,acc_alim12,acc_alim13,acc_alim14,acc_alim15,acc_alim16,alim17_1,alim17_2,alim17_3,alim17_4,alim17_5,alim17_6,alim17_7,alim17_8,alim17_9,alim17_10,alim17_11,alim17_12,acc_alim18,telefono,celular,tv_paga,conex_inte,num_auto,anio_auto,num_van,anio_van,num_pickup,anio_picku,num_moto,anio_moto,num_bici,anio_bici,num_trici,anio_trici,num_carret,anio_carre,num_canoa,anio_canoa,num_otro,anio_otro,num_ester,anio_ester,num_grab,anio_grab,num_radio,anio_radio,num_tva,anio_tva,num_tvd,anio_tvd,num_dvd,anio_dvd,num_video,anio_video,num_licua,anio_licua,num_tosta,anio_tosta,num_micro,anio_micro,num_refri,anio_refri,num_estuf,anio_estuf,num_lavad,anio_lavad,num_planc,anio_planc,num_maqui,anio_maqui,num_venti,anio_venti,num_aspir,anio_aspir,num_compu,anio_compu,num_impre,anio_impre,num_juego,anio_juego,esc_radio,er_aparato,er_celular,er_compu,er_aplicac,er_tv,er_otro,recib_tvd,tsalud1_h,tsalud1_m,habito_1,habito_2,habito_3,habito_4,habito_5,habito_6,consumo,nr_viv,tarjeta,pagotarjet,regalotar,regalodado,autocons,regalos,remunera,transferen,parto_g,embarazo_g,negcua,est_alim,est_trans,bene_licon,cond_licon,lts_licon,otros_lts,diconsa,frec_dicon,cond_dicon,pago_dicon,otro_pago
913492302,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,4,6,6,6,1,1,2,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,1,12,1,14,1,13,1,13,0,,1,10,0,,0,,1,11,1,10,1,10,1,10,0,,0,,0,,1,15,0,,0,,2,,,,,,,,0,30,,2,,,,,2,,2,2,2,2,2,1,2,1,2,2,2,1150,1120,2,,,0,2,,,,0
913492303,1,0,0,0,0,1,2,2,2,1,2,1,1,2,,,,,,,,7,1,7,1,2,3,0,7,1,7,1,7,1,2,1,1,1,1,4,1,4,0,,0,,1,14,0,,0,,0,,0,,0,,1,13,1,13,1,3,0,,1,3,1,0,1,5,1,5,0,,1,3,1,98,1,98,1,5,0,,0,,0,,1,10,0,,0,,1,1,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,900,0,2,,,0,9,,,,0
913492304,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,3,7,7,3,0,7,7,7,7,7,1,1,1,2,2,1,12,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,6,3,13,1,11,1,5,1,13,0,,0,,1,6,1,9,2,9,1,14,1,0,0,,0,,1,13,1,15,0,,1,1,2,,,,,,0,59,,2,,,,,2,,1,1,2,2,2,2,2,1,2,2,2,3400,800,2,,,0,2,,,,0
903717302,1,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,7,7,0,3,2,0,0,7,7,2,1,1,1,1,2,2,2,16,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,6,0,,1,6,1,3,1,14,1,3,1,11,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,20,,,3,,,,1,,1,1,1,1,2,1,1,1,2,2,2,1400,600,2,,,0,2,,,,0
903717304,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,3,1,2,7,3,4,5,7,1,1,1,1,1,0,,1,10,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,6,1,96,1,96,0,,1,0,0,,1,14,1,2,1,15,1,15,1,11,0,,0,,0,,1,98,0,,0,,1,1,,,,,,,0,10,,,3,,,,1,,1,1,1,1,2,2,2,2,2,2,2,2200,160,2,,,0,2,,,,0
903717306,1,0,0,0,0,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,7,2,4,4,5,2,2,5,7,7,7,7,1,1,1,1,1,2,11,1,12,0,,0,,0,,0,,0,,0,,0,,1,13,1,6,1,15,1,8,2,14,1,14,0,,1,96,1,6,1,95,1,95,1,7,1,14,1,15,1,14,1,15,1,6,3,13,1,13,1,11,1,1,,,,,,,0,20,,,3,,,,1,,1,1,2,1,2,1,1,1,2,2,2,11800,0,2,,,0,9,,,,0
903776601,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,2,2,2,2,7,7,7,7,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,1,8,0,,0,,0,,1,1,0,,0,,1,9,1,16,1,15,1,16,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,1,2,1,1,1,2,4000,1000,2,,,0,1,3,,,0
903776602,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,7,2,2,2,1,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,16,0,,0,,0,,1,15,3,14,0,,2,13,0,,1,13,1,16,1,4,1,12,1,15,0,,1,14,0,,0,,0,,0,,1,1,,,,,,1,0,25,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,2200,800,2,,,0,2,,,,0
903776604,1,0,0,0,0,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,7,1,7,7,3,1,1,1,7,7,7,7,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,1,15,1,9,0,,1,10,0,,1,1,1,9,1,14,1,4,1,12,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,0,10,,,,,5,,,,2,2,2,2,2,2,2,1,2,2,2,4000,1000,1,2,1,0,1,2,2,7,20
903776605,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,3,3,0,2,7,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,15,0,,0,,0,,2,16,1,16,0,,1,15,0,,1,13,1,11,1,14,1,15,1,14,0,,1,9,0,,1,15,0,,1,16,1,1,,,,,,1,0,30,,,,,5,,,,1,1,2,2,2,2,2,2,2,2,2,3500,1000,2,,,0,1,3,,,0
903776606,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,7,1,7,7,3,2,0,3,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,0,,1,11,1,10,0,,1,6,0,,0,,1,6,1,14,1,7,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,1,2,1,2,2,2,3300,800,2,,,0,1,3,,,0
903884501,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,7,4,3,3,7,3,7,7,2,0,1,1,1,2,1,1,13,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,1,6,1,96,1,14,0,,1,6,1,6,1,2,0,,0,,4,15,0,,0,,1,8,1,8,3,8,2,,,,,,,,0,5,,2,,,,,2,,2,2,2,2,2,1,2,1,2,2,2,1200,100,2,,,0,9,,,,0
903884502,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,5,7,2,2,2,3,3,6,3,7,1,1,1,1,1,1,14,0,,0,,0,,0,,0,,0,,0,,0,,2,6,0,,3,11,0,,4,13,3,6,0,,2,16,0,,2,8,2,6,2,4,2,9,2,6,1,96,2,16,0,,2,11,1,11,0,,1,1,2,,,,,,0,20,,,3,,,6,1,,1,1,1,1,2,1,2,1,2,2,2,4800,500,2,,,0,2,,,,0
903884503,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,3,2,3,6,2,1,1,1,3,7,0,7,1,1,1,2,1,1,12,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,0,,0,,2,15,1,11,0,,1,10,0,,1,13,1,11,1,16,1,12,1,12,0,,2,14,0,,1,11,0,,0,,2,,,,,,,2,0,10,,2,,,5,6,2,,2,2,2,2,2,2,2,2,2,2,2,5500,350,2,,,0,2,,,,0
903884506,1,0,0,0,0,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,7,0,0,0,0,0,0,0,4,0,4,0,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,7,1,15,1,15,0,,0,,0,,1,16,1,1,0,,0,,1,11,0,,0,,0,,0,,0,,0,,2,,,,,,,2,0,15,,,,,5,6,2,,2,2,2,1,2,1,2,1,2,2,2,2848,400,2,,,0,9,,,,0
903939001,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,3,3,3,4,0,2,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,16,1,6,0,,0,,0,,1,16,0,,0,,1,3,1,3,1,8,1,8,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,3,,,,1,,2,2,2,2,2,1,2,2,2,2,2,3200,1000,2,,,0,1,3,,,0
903939002,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,4,7,2,7,1,0,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,1,11,0,,1,13,0,,0,,1,11,1,11,1,11,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,1,2,1,2,2,2,3000,500,2,,,0,9,,,,0
903939003,1,0,0,0,0,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,7,1,2,7,2,7,3,0,7,7,3,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,1,12,0,,1,14,0,,0,,0,,1,15,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,15,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,3500,0,2,,,0,9,,,,0
903939004,1,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,,,,3,3,3,3,3,3,1,2,7,7,7,7,1,1,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,,1,14,0,,0,,1,13,0,,0,,1,99,1,99,1,96,1,94,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,50,,2,,,5,,1,,1,2,2,2,2,2,2,2,2,2,2,4300,1000,2,,,0,1,3,,,0
903939005,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,3,1,1,6,0,3,4,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,1,15,0,,0,,1,86,0,,1,14,1,9,1,10,1,91,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,0,15,,2,,,5,,2,,2,2,2,2,2,1,2,1,2,2,2,1500,100,1,2,2,0,1,3,,,0
903939006,1,0,0,0,0,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,7,2,5,4,3,4,1,0,6,7,7,7,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,6,0,,1,12,1,8,1,12,1,15,1,6,0,,0,,0,,1,15,0,,0,,2,,,,,,,1,0,30,,,,,5,,,,1,2,2,2,2,2,2,1,2,2,2,4000,1500,2,,,0,1,3,,,0
903945401,1,0,0,0,0,1,2,1,1,1,1,1,2,2,,,,,,,,7,3,3,1,3,7,0,7,7,7,7,7,1,1,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,6,0,,0,,1,86,1,86,1,6,1,14,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,20,,,,,5,,,,2,2,2,2,2,2,1,2,2,2,2,2200,700,2,,,0,1,3,,,0
903945402,1,0,0,0,0,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,7,7,7,2,2,3,1,7,7,7,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,0,,1,96,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,10,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,0,0,2,,,0,1,3,,,0
903945403,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,3,3,3,3,0,2,3,7,7,7,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,1,13,0,,1,12,0,,0,,1,6,1,6,1,6,1,3,0,,0,,0,,0,,0,,0,,2,,,,,,,1,0,15,,,,,5,,,,1,1,2,2,2,2,1,1,2,2,2,4390,1000,1,2,2,0,1,2,2,7,20
908825703,2,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,7,1,2,3,2,4,0,3,7,7,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,1,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,20,,,3,,,,2,,2,2,2,2,2,1,2,2,2,2,2,2000,500,2,,,0,2,,,,0
917266702,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,7,7,5,2,0,5,7,7,7,7,1,1,1,2,1,1,6,0,,0,,0,,0,,0,,0,,0,,0,,1,13,1,14,0,,0,,2,13,1,13,0,,1,11,0,,1,11,1,11,1,11,1,11,1,11,0,,0,,1,11,1,14,0,,0,,2,,,,,,,,0,20,,2,,,5,,1,,2,2,2,2,2,2,2,2,2,2,2,4700,600,2,,,0,2,,,,0
917266704,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,3,0,7,7,3,7,1,1,7,7,3,7,1,1,1,1,1,1,11,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,2,3,1,6,0,,1,96,0,,1,8,1,14,1,96,1,11,1,15,0,,0,,0,,3,15,1,15,0,,1,1,,,,,,,0,15,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,4700,2000,2,,,0,2,,,,0
917266706,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,4,1,2,7,2,7,1,5,3,7,7,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,2,10,1,14,0,,0,,1,15,0,,0,,1,13,1,0,1,11,0,,0,,0,,1,10,0,,0,,0,,1,1,,,,,,,0,40,1,,,,5,,2,,2,2,2,2,2,1,2,2,2,2,2,1600,250,2,,,0,2,,,,0
917369301,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,5,6,3,4,0,3,7,7,7,7,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,0,,1,2,1,15,1,5,0,,1,5,0,,1,5,1,2,1,2,1,9,1,12,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,0,35,1,,,,5,,2,,2,2,2,2,2,1,2,2,2,2,2,2400,300,1,2,2,0,1,3,,,0
917369302,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,4,4,2,3,0,2,2,7,7,7,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,1,14,0,,0,,1,10,0,,1,97,1,95,1,95,1,12,1,10,0,,0,,0,,1,10,1,10,0,,1,1,2,,,,,,0,40,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,4800,1500,2,,,0,2,,,,0
917369303,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,5,5,3,3,0,2,7,5,5,7,1,1,2,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,10,0,,0,,0,,1,13,1,16,0,,1,10,1,93,1,95,1,90,1,90,1,14,1,15,0,,1,10,0,,0,,0,,0,,1,1,,,,,,,0,35,,,,4,,,,,2,2,2,2,2,1,2,2,2,2,2,2600,300,2,,,0,2,,,,0
917369304,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,5,5,5,3,7,1,2,3,7,5,5,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,2,10,1,15,0,,0,,1,9,0,,1,10,1,98,1,98,1,2,1,14,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,0,20,1,,3,,,,2,,2,2,2,2,2,2,2,2,2,2,2,3500,600,2,,,0,2,,,,0
917369305,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,6,7,3,3,1,3,7,7,7,7,1,1,1,1,1,1,9,0,,0,,0,,0,,0,,0,,0,,0,,1,9,0,,0,,0,,2,11,1,13,0,,1,8,1,8,1,12,1,9,1,8,1,11,1,9,0,,1,14,0,,1,11,1,10,1,10,1,1,,,,,,,0,5,,2,,4,,6,2,,1,2,2,2,2,2,2,2,2,2,2,6500,2500,1,2,2,0,1,3,,,0
917369306,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,5,5,7,5,4,0,2,7,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,0,,1,15,1,15,0,,1,10,0,,1,11,1,12,1,9,1,14,1,10,0,,0,,0,,1,12,0,,0,,1,1,,,,,,2,0,20,,2,,4,,,1,,2,2,2,2,2,2,2,2,2,2,2,3800,750,2,,,0,2,,,,0
917386601,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,7,7,7,4,0,1,7,7,1,7,7,1,1,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,0,,0,,1,13,0,,0,,1,10,1,12,1,12,1,14,1,10,0,,1,10,0,,1,10,0,,0,,0,,0,,1,1,,,,5,,,0,15,1,,,,,,1,,2,2,2,2,2,1,2,2,2,2,2,1000,0,2,,,0,2,,,,0
917386602,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,5,7,7,5,3,1,5,7,7,5,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,7,0,,0,,1,0,1,12,1,13,0,,1,5,0,,1,9,1,2,1,98,1,15,1,15,0,,1,16,0,,2,16,1,15,0,,1,1,,,,,,,0,15,1,,3,,,,1,,2,2,2,2,2,2,2,2,2,2,2,4900,1000,2,,,0,9,,,,0
917386603,1,0,0,0,0,1,2,1,1,2,1,1,2,1,,,,,,,,7,3,3,7,4,1,0,7,2,2,0,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,1,12,0,,1,6,0,,0,,1,96,1,1,1,6,1,14,0,,0,,1,8,0,,0,,0,,2,,,,,,,,1,0,,,,,5,,,,1,2,2,1,2,1,2,1,2,2,2,2100,700,2,,,0,9,,,,0
917386605,1,0,0,0,0,1,1,1,1,1,1,1,1,2,,,,,,,,5,3,3,3,2,3,0,2,5,7,2,1,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,0,,1,10,0,,0,,0,,1,14,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,20,,2,,,,,2,,1,2,2,2,2,1,2,2,2,2,2,3000,240,2,,,0,9,,,,0
917386606,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,7,7,7,4,1,1,7,7,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,12,1,15,0,,1,15,0,,1,8,1,91,1,13,1,9,1,16,1,83,0,,0,,1,15,0,,0,,2,,,,,,,,0,10,,,3,,,,1,,2,2,2,2,2,1,2,1,2,2,2,3400,250,2,,,0,9,,,,0
917441501,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,0,2,3,1,2,7,7,5,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,1,14,0,,0,,1,6,0,,0,,1,6,1,1,1,1,1,13,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,1,,,,,,2,,2,2,2,2,2,1,2,2,2,2,2,400,200,2,,,0,2,,,,0
917441502,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,3,2,3,0,2,7,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,9,1,14,0,,0,,1,15,1,15,0,,1,12,0,,1,14,1,10,1,10,1,15,1,14,0,,0,,0,,0,,0,,0,,2,,,,,,,2,0,30,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,3400,650,2,,,0,2,,,,0
917441503,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,3,3,2,3,1,4,2,4,5,7,1,1,2,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,0,,1,15,0,,0,,1,90,0,,1,99,1,90,1,90,1,14,1,16,0,,0,,0,,0,,0,,0,,1,1,,,,,,2,0,30,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,1400,200,2,,,0,2,,,,0
917441504,1,0,0,0,0,1,1,1,1,2,1,2,2,2,,,,,,,,7,1,4,2,2,3,0,4,1,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,0,,0,,0,,1,12,1,13,0,,1,98,0,,1,14,1,10,1,10,1,2,1,0,0,,1,5,0,,0,,0,,0,,1,1,,,,,,,0,20,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,5600,500,2,,,0,2,,,,0
917441505,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,6,5,3,4,1,3,7,7,7,7,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,3,0,,0,,0,,3,14,1,14,0,,1,10,0,,1,10,1,95,1,95,1,13,1,14,0,,1,10,1,11,1,15,1,15,0,,1,1,2,,,,,,0,7,1,,,,,,2,,1,1,2,2,2,1,2,2,2,2,2,5200,1500,2,,,0,2,,,,0
917441506,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,3,4,1,3,0,4,3,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,1,9,0,,0,,1,13,0,,0,,1,90,0,,0,,1,90,1,89,1,12,1,10,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,20,,,,,5,,,,2,2,2,2,2,1,2,1,2,2,2,2300,700,2,,,0,2,,,,0
908825704,1,0,0,0,0,1,2,1,1,2,1,2,1,2,,,,,,,,7,2,3,4,3,4,0,7,5,7,3,5,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,12,0,,0,,0,,1,13,0,,0,,0,,1,6,1,8,1,15,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,10,,,3,,,,1,,2,2,2,2,1,1,1,2,2,2,1,5000,200,2,,,0,2,,,,0
908866301,1,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,3,2,1,1,2,1,7,1,7,7,7,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,1,6,1,6,0,,0,,1,6,1,14,1,10,1,15,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,,,,4,,,,,2,2,2,2,2,1,2,1,2,2,2,2800,100,1,2,2,0,2,,,,0
908866302,1,0,0,0,0,1,2,1,1,2,2,2,2,2,,,,,,,,7,2,0,0,2,2,0,7,7,7,7,1,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,80,0,,0,,1,80,1,15,0,,0,,1,90,0,,0,,1,80,1,80,1,80,1,80,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,1,30,,,3,,,,1,,2,2,2,2,1,1,2,1,2,2,1,3000,600,2,,,0,2,,,,0
908866303,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,7,3,3,7,2,7,0,7,7,7,7,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,1,12,0,,0,,1,0,0,,0,,1,11,1,10,0,,1,7,0,,0,,0,,0,,0,,0,,1,1,,,,,,,6,0,,,3,,,,2,,2,2,2,2,2,2,2,1,2,2,2,4500,2100,1,2,3,0,2,,,,0
908866304,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,7,7,7,7,3,4,4,7,7,7,7,1,1,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,8,1,80,1,9,5,2,1,11,2,14,1,90,1,90,0,,1,4,1,0,1,15,1,80,1,0,1,80,1,0,0,,0,,0,,1,6,1,1,,,,,,,0,30,,,3,,,,1,,2,2,2,2,2,2,2,1,2,2,2,1600,500,2,,,0,2,,,,0
908866305,1,0,0,0,0,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,5,3,4,3,2,5,0,3,7,4,7,3,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,1,14,0,,1,7,0,,0,,1,7,1,11,0,,0,,0,,1,16,0,,0,,0,,0,,2,,,,,,,1,0,15,,,3,,,,1,,2,2,2,2,2,2,2,1,2,2,2,3000,600,1,2,2,0,2,,,,0
908866306,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,3,3,2,0,2,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,1,6,0,,1,6,0,,1,0,1,6,1,6,0,,1,6,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,15,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,1200,1000,2,,,0,2,,,,0
908979601,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,7,7,0,0,3,7,7,7,7,1,1,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,2,1,1,14,0,,0,,1,11,0,,1,11,1,11,1,14,1,8,1,15,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,1,2,,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1500,50,2,,,0,2,,,,0
908979602,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,0,0,0,0,0,3,1,0,7,3,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,3,1,13,0,,0,,1,6,0,,1,4,1,6,1,3,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,1700,100,2,,,0,2,,,,0
908979603,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,2,3,5,5,0,5,0,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,2,6,1,12,1,3,0,,1,16,0,,1,9,1,7,1,8,1,13,1,10,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,20,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,2000,3200,2,,,0,2,,,,0
908979604,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,3,5,5,3,0,4,7,7,7,7,1,2,1,2,2,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,3,1,96,1,15,0,,1,13,0,,1,3,0,,1,3,1,3,1,3,0,,1,10,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,3,,5,,1,,2,2,2,2,2,2,2,1,2,2,2,2500,100,2,,,0,2,,,,0
