folioviv,foliohog,huespedes,huesp_come,num_trab_d,trab_come,acc_alim1,acc_alim2,acc_alim3,acc_alim4,acc_alim5,acc_alim6,acc_alim7,acc_alim8,acc_alim9,acc_alim10,acc_alim11,acc_alim12,acc_alim13,acc_alim14,acc_alim15,acc_alim16,alim17_1,alim17_2,alim17_3,alim17_4,alim17_5,alim17_6,alim17_7,alim17_8,alim17_9,alim17_10,alim17_11,alim17_12,acc_alim18,telefono,celular,tv_paga,conex_inte,num_auto,anio_auto,num_van,anio_van,num_pickup,anio_picku,num_moto,anio_moto,num_bici,anio_bici,num_trici,anio_trici,num_carret,anio_carre,num_canoa,anio_canoa,num_otro,anio_otro,num_ester,anio_ester,num_grab,anio_grab,num_radio,anio_radio,num_tva,anio_tva,num_tvd,anio_tvd,num_dvd,anio_dvd,num_video,anio_video,num_licua,anio_licua,num_tosta,anio_tosta,num_micro,anio_micro,num_refri,anio_refri,num_estuf,anio_estuf,num_lavad,anio_lavad,num_planc,anio_planc,num_maqui,anio_maqui,num_venti,anio_venti,num_aspir,anio_aspir,num_compu,anio_compu,num_impre,anio_impre,num_juego,anio_juego,esc_radio,er_aparato,er_celular,er_compu,er_aplicac,er_tv,er_otro,recib_tvd,tsalud1_h,tsalud1_m,habito_1,habito_2,habito_3,habito_4,habito_5,habito_6,consumo,nr_viv,tarjeta,pagotarjet,regalotar,regalodado,autocons,regalos,remunera,transferen,parto_g,embarazo_g,negcua,est_alim,est_trans,bene_licon,cond_licon,lts_licon,otros_lts,diconsa,frec_dicon,cond_dicon,pago_dicon,otro_pago
100318603,2,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,2,2,2,0,3,0,7,5,0,0,1,1,2,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,5,,,,,5,,,,2,2,2,2,2,2,1,1,2,2,2,2500,180,2,,,0,9,,,,0
100318603,1,0,0,0,0,1,2,1,1,2,2,2,2,2,,,,,,,,7,3,3,7,7,0,1,5,7,7,7,1,1,1,2,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,2,15,1,13,0,,1,14,0,,0,,1,3,1,3,1,7,1,8,1,1,0,,0,,0,,0,,0,,1,1,,,,,,1,7,0,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,2000,0,2,,,0,2,,,,0
100318605,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,5,3,4,2,2,2,7,7,7,7,1,1,1,1,1,0,,1,8,1,3,0,,0,,0,,0,,0,,0,,1,96,1,96,1,96,0,,1,96,0,,1,96,1,96,1,96,1,96,1,96,1,96,1,96,1,0,0,,1,6,0,,1,6,1,6,0,,2,,,,,,,,0,2,,,,4,,6,2,,1,2,2,2,2,2,2,2,2,2,2,3500,0,2,,,0,2,,,,0
100321002,1,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,2,3,0,2,4,0,2,7,7,7,2,1,2,1,1,1,0,,0,,0,,0,,2,13,0,,0,,0,,0,,0,,1,3,0,,1,0,1,14,0,,0,,1,13,0,,0,,0,,1,96,0,,1,6,0,,0,,0,,0,,0,,0,,1,1,,,,,,,1,0,,,,,,6,2,,2,2,2,2,2,1,2,1,2,2,2,0,0,2,,,0,2,,,,0
100321003,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,1,4,4,2,0,3,5,7,7,0,1,2,1,2,2,0,,0,,1,14,0,,0,,0,,0,,0,,0,,1,6,0,,0,,2,6,0,,0,,0,,1,6,0,,1,5,1,6,1,1,1,13,1,11,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,10,,,3,,,,1,,1,2,2,2,1,1,2,2,2,2,1,2500,0,2,,,0,9,,,,0
100321004,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,0,3,7,2,1,0,5,7,7,6,7,1,1,2,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,3,14,0,,0,,1,14,0,,1,16,1,12,1,10,0,,0,,0,,3,6,0,,1,11,0,,0,,2,,,,,,,,0,10,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,2000,1500,2,,,0,9,,,,0
100321006,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,2,7,3,2,0,3,7,7,3,7,1,2,1,1,1,2,14,1,14,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,14,1,15,0,,1,13,0,,1,13,1,15,1,13,1,13,1,14,0,,1,14,0,,1,12,1,12,0,,1,1,,,,,,,0,8,,2,,,,,2,,1,2,2,2,2,2,1,2,2,2,2,5500,30,2,,,0,2,,,,0
100322201,1,0,0,0,0,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,7,2,4,4,3,7,1,7,7,7,1,7,1,2,1,2,2,1,15,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,1,15,1,14,0,,1,12,0,,1,12,1,12,1,12,1,12,1,12,0,,0,,0,,0,,0,,0,,1,,2,,,,,2,0,20,,2,,,,,2,,1,2,2,2,2,1,1,2,2,2,2,1600,150,2,,,0,2,,,,0
100322202,1,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,,,,7,2,7,4,7,7,5,5,6,7,0,3,1,2,1,1,2,0,,1,10,0,,0,,0,,0,,0,,0,,0,,1,7,0,,0,,0,,3,14,4,16,0,,3,15,0,,1,13,1,15,1,15,1,15,1,12,0,,1,15,0,,2,15,0,,1,12,2,,,,,,,,0,3,1,2,3,,,,1,,2,2,2,2,2,2,2,2,2,1,2,5000,890,2,,,0,2,,,,0
100322204,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,7,7,1,7,7,7,2,7,1,1,1,2,1,0,,0,,1,8,0,,1,13,0,,0,,0,,0,,1,96,0,,2,16,1,14,1,15,1,2,1,4,1,14,0,,0,,1,13,1,14,2,11,2,13,1,69,1,1,0,,2,11,0,,0,,1,1,,,,,,1,0,15,,,3,,,,1,,2,2,2,1,2,2,1,1,2,2,2,1200,0,2,,,0,2,,,,0
100322205,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,7,3,7,1,7,3,1,7,4,1,1,1,1,1,4,7,0,,0,,0,,0,,0,,0,,0,,0,,2,14,0,,2,15,1,96,2,16,2,14,0,,1,13,0,,1,16,1,8,1,79,1,7,1,16,1,56,1,9,1,90,1,13,1,16,0,,1,1,,,,,,2,0,1,,,3,,,,1,,1,2,1,2,2,1,2,2,2,2,2,17350,140,2,,,0,2,,,,0
100322206,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,3,7,4,7,2,3,3,7,7,1,1,1,1,2,1,1,7,0,,1,15,0,,0,,0,,0,,0,,0,,2,14,1,0,1,15,3,1,1,11,2,9,1,9,1,75,0,,1,2,1,13,1,15,1,12,1,13,1,81,0,,0,,6,15,1,16,2,13,1,1,,,,,,,0,2,1,,3,,,,1,,1,2,2,2,2,1,2,2,2,2,2,4000,0,2,,,0,2,,,,0
100326301,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,7,3,1,2,1,7,7,3,2,0,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,9,0,,1,13,0,,0,,0,,1,9,0,,0,,1,11,1,6,0,,1,6,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,15,,,,4,,,,,2,2,2,2,2,1,2,1,2,2,2,250,330,2,,,0,2,,,,0
100326302,1,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,1,3,2,7,2,2,3,4,7,7,5,1,2,1,1,1,0,,0,,1,10,0,,0,,0,,0,,0,,0,,1,1,0,,1,7,1,0,0,,1,12,0,,1,15,0,,0,,1,12,1,95,1,8,1,8,0,,0,,0,,1,16,1,16,0,,1,1,,,,,,,0,15,,,,,5,,,,2,2,2,1,1,1,2,2,2,2,1,2000,288,2,,,0,9,,,,0
100326303,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,7,3,5,3,2,5,4,7,3,1,1,1,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,2,8,0,,1,4,1,83,1,15,1,6,1,6,1,86,1,86,1,14,1,15,0,,1,96,0,,2,12,0,,0,,1,,2,,,,,,0,20,1,,,,5,,2,,2,2,2,1,2,1,1,2,2,2,2,1500,560,2,,,0,9,,,,0
100326304,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,1,1,3,3,0,7,7,7,3,0,1,1,1,2,1,1,16,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,0,,1,1,1,14,0,,0,,1,12,0,,1,11,1,0,1,96,1,9,1,10,0,,2,13,0,,1,11,0,,1,4,1,1,,,,,,,0,10,,,,,5,6,1,,1,2,2,2,2,2,2,2,2,2,2,2300,240,2,,,0,2,,,,0
100326306,1,0,0,0,0,1,2,2,1,2,2,2,2,2,,,,,,,,7,1,2,0,0,2,0,7,1,7,3,7,1,2,1,1,2,1,8,0,,0,,0,,1,86,0,,0,,0,,0,,0,,0,,0,,1,6,1,16,1,14,0,,1,6,0,,0,,1,11,1,12,1,12,1,14,3,12,0,,0,,0,,0,,0,,2,,,,,,,1,0,20,,2,,,,,2,,2,2,2,2,2,1,1,2,2,2,2,440,0,2,,,0,2,,,,0
100328801,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,2,7,3,1,0,4,0,5,7,4,1,2,1,1,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,99,1,12,1,5,0,,1,5,1,5,1,93,1,94,1,93,1,12,1,16,0,,1,9,0,,1,10,1,12,0,,2,,,,,,,,0,10,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,3200,450,2,,,0,1,3,,,0
100328802,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,6,7,3,2,2,3,3,7,3,3,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,2,13,1,11,0,,1,15,1,14,1,13,1,16,1,12,1,12,1,8,0,,0,,0,,1,10,0,,0,,1,1,,,,,,,0,30,,2,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1000,76,2,,,0,9,,,,0
100328803,1,0,0,0,0,1,2,2,1,2,1,1,2,2,,,,,,,,7,1,7,7,0,2,3,2,2,3,7,7,1,2,1,2,2,1,5,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,15,1,15,1,15,1,12,1,15,1,12,1,15,0,,0,,0,,0,,1,13,1,15,1,6,0,,0,,1,1,,,,,,2,0,3,,2,,,,,2,,1,2,2,2,2,1,1,2,2,2,2,1400,0,2,,,0,9,,,,0
100328804,1,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,7,0,3,1,7,2,2,3,7,7,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,96,1,2,1,8,1,15,0,,0,,1,8,1,7,1,12,1,4,1,14,1,13,0,,1,9,0,,0,,0,,0,,1,1,2,,,,,,0,15,,,3,,,,2,,1,2,2,2,2,1,2,2,2,2,2,3900,2000,2,,,0,9,,,,0
100328805,1,0,0,0,0,1,2,2,2,2,2,2,2,2,,,,,,,,7,1,7,7,7,2,0,7,7,3,7,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,5,0,,0,,0,,1,15,0,,0,,1,4,1,1,0,,1,1,1,1,0,,1,1,1,6,1,96,0,,0,,0,,0,,1,1,,,,,,1,1,0,,,3,,,,2,,1,2,2,2,2,2,2,2,2,2,2,2800,1120,2,,,0,9,,,,0
100328806,1,0,0,0,0,2,2,1,2,2,2,2,2,2,,,,,,,,7,2,3,3,7,2,2,1,3,2,2,4,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,1,11,0,,1,11,0,,0,,0,,0,,1,15,1,14,0,,0,,0,,0,,1,13,0,,2,16,0,,2,14,2,,,,,,,,0,5,,2,,,,,2,,2,2,2,2,2,1,2,2,2,2,2,4675,600,2,,,0,9,,,,0
100344402,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,7,0,7,3,0,7,4,7,7,0,1,2,1,2,2,1,15,1,13,0,,0,,0,,0,,0,,0,,0,,0,,1,13,0,,5,12,1,15,0,,0,,1,13,0,,1,10,1,6,1,0,1,16,2,15,1,90,0,,0,,0,,0,,0,,1,1,2,,,,,1,0,15,,,3,,5,,1,,1,2,2,2,2,1,1,1,2,2,2,3500,300,1,1,2,0,2,,,,0
100344403,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,7,4,7,1,5,5,7,3,7,2,0,1,2,1,2,2,1,9,0,,0,,0,,1,15,0,,0,,0,,0,,2,13,0,,1,13,1,6,0,,2,15,0,,1,8,0,,1,12,1,9,1,6,1,13,1,13,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,10,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,2600,500,2,,,0,2,,,,0
100344404,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,7,4,3,2,4,0,7,7,2,1,1,1,2,1,1,91,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,1,11,0,,1,15,0,,0,,1,8,1,14,1,11,1,12,1,15,1,6,1,13,1,91,3,10,0,,1,13,0,,0,,1,1,,,,,,2,0,10,,,3,,5,,1,,1,2,2,2,1,1,2,1,2,2,2,2200,0,2,,,0,9,,,,0
100344405,1,0,0,0,0,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,7,1,4,3,3,5,0,4,7,7,7,7,1,2,1,1,1,0,,0,,1,3,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,6,1,16,0,,0,,1,15,0,,1,11,1,13,1,14,1,11,1,14,1,2,1,7,0,,1,13,1,15,0,,2,,,,,,,2,0,30,,2,,,5,,1,,1,1,1,1,2,1,2,1,2,2,2,5000,0,2,,,0,9,,,,0
100360701,1,0,0,0,0,1,1,1,1,1,2,1,2,2,,,,,,,,7,0,0,3,2,7,0,4,1,3,7,0,1,2,1,1,2,0,,1,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,0,,2,,,,,,,,0,5,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,700,36,2,,,0,9,,,,0
100360703,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,5,3,2,1,0,1,7,0,7,0,3,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,16,0,,1,15,0,,0,,1,5,0,,0,,1,8,1,96,1,98,0,,0,,0,,0,,0,,0,,0,,1,1,,,,,,1,0,20,,,3,,5,,1,,2,2,2,2,2,2,2,2,2,2,2,1100,500,2,,,0,9,,,,0
100360704,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,1,7,0,3,0,5,7,7,7,0,1,1,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,0,,1,15,0,,0,,1,11,1,11,0,,1,14,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,,2,,4,5,,1,,2,2,2,2,2,2,2,2,2,2,2,1600,350,2,,,0,9,,,,0
100360705,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,1,3,3,4,1,3,2,2,4,4,1,1,1,1,1,1,16,0,,0,,0,,0,,0,,0,,0,,0,,2,5,1,1,1,1,1,13,3,16,2,11,0,,1,15,0,,1,16,2,11,1,6,1,14,1,6,0,,1,6,1,11,0,,0,,1,12,1,1,,,,,,1,0,15,,,3,,5,,1,,1,2,2,2,2,2,2,2,2,2,2,1200,0,2,,,0,1,3,,,0
100360706,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,3,3,5,6,2,1,6,7,7,7,0,1,2,1,1,2,0,,0,,0,,0,,1,12,0,,0,,0,,0,,1,15,0,,0,,1,15,0,,0,,0,,1,14,0,,0,,1,14,1,14,0,,1,14,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,15,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,3900,500,2,,,0,9,,,,0
100363901,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,0,2,0,3,7,3,6,7,7,2,3,3,2,1,1,2,1,13,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,0,,2,16,1,16,0,,1,10,0,,1,10,1,10,1,0,1,8,1,14,0,,0,,0,,1,14,0,,0,,1,1,,,,,,2,0,10,,2,,,5,,1,,2,2,2,2,2,1,1,1,2,1,2,6000,200,2,,,0,9,,,,0
100363902,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,3,7,3,3,0,7,7,7,7,3,1,1,1,1,2,1,8,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,11,0,,0,,1,15,0,,0,,1,9,1,8,1,11,1,12,1,15,1,96,2,10,2,1,0,,0,,0,,0,,0,,1,,,,,,,1,0,15,,,3,,5,,1,,2,2,2,1,2,1,2,1,2,2,2,3000,140,2,,,0,1,3,,,0
100363903,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,4,6,2,3,2,7,7,7,7,6,1,1,1,2,2,1,98,0,,0,,0,,0,,0,,0,,0,,0,,1,12,1,14,0,,0,,2,15,0,,0,,1,12,0,,1,8,1,11,1,6,1,6,1,86,1,66,1,10,0,,0,,0,,0,,1,1,,,,,,1,0,20,,,,,5,,,,2,2,2,1,2,1,2,1,2,2,2,700,100,2,,,0,9,,,,0
100363905,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,2,7,5,5,0,7,7,7,7,7,1,1,1,2,1,1,16,0,,0,,0,,1,11,0,,0,,0,,0,,1,14,0,,0,,2,11,2,15,1,15,0,,1,13,1,13,1,10,1,10,1,0,1,11,1,11,0,,0,,0,,0,,0,,0,,1,,2,,,,,1,0,40,,,3,,5,,1,,2,2,2,2,2,1,2,1,2,2,2,3726,600,1,2,2,0,1,3,,,0
100363906,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,2,7,2,2,1,2,7,7,2,0,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,11,0,,0,,1,16,1,6,1,13,1,0,0,,0,,0,,0,,0,,0,,2,,,,,,,1,0,15,,,3,,5,,1,,2,2,2,2,2,1,2,2,2,2,2,1800,576,2,,,0,1,3,,,0
100377501,1,0,0,0,0,1,2,1,1,2,2,2,2,2,,,,,,,,7,1,7,7,2,1,0,2,7,7,1,0,1,1,2,1,2,0,,1,9,0,,0,,0,,0,,0,,0,,0,,1,96,0,,0,,2,8,0,,0,,0,,1,9,0,,1,12,1,4,1,15,1,98,2,13,1,96,0,,0,,0,,0,,0,,2,,,,,,,,0,20,1,,3,,,,2,,2,2,2,1,2,1,2,1,2,2,2,2000,150,2,,,0,9,,,,0
100179405,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,7,7,3,3,2,7,7,7,2,7,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,4,0,,0,,1,99,1,7,1,7,0,,1,99,0,,1,99,1,7,1,99,1,7,1,97,0,,0,,0,,1,10,0,,1,99,1,,2,,,,,,0,5,,,3,,,,2,,2,2,2,2,2,1,2,2,2,2,2,1500,360,2,,,0,2,,,,0
100179406,1,0,0,0,0,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,7,1,3,1,3,1,0,1,7,7,7,3,1,2,1,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,99,0,,0,,1,14,1,99,0,,1,99,0,,0,,1,99,1,99,1,99,0,,0,,0,,0,,0,,0,,0,,2,,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,2,2,2,2,2,2,1800,160,2,,,0,2,,,,0
100189701,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,2,7,3,1,0,7,7,7,2,3,1,1,1,1,1,0,,0,,1,4,0,,0,,0,,0,,0,,0,,1,94,0,,0,,1,16,2,12,0,,1,93,1,11,0,,1,11,1,5,1,84,1,5,1,5,1,84,1,97,0,,2,14,0,,0,,2,,,,,,,,0,10,1,,,,,,2,,1,1,1,1,2,1,1,1,2,2,2,5000,1300,2,,,0,2,,,,0
100189702,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,1,7,7,3,2,4,7,7,7,7,7,1,1,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,96,1,10,1,66,1,80,1,13,0,,1,0,1,86,0,,1,13,1,10,1,66,1,10,1,14,1,80,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,3,,,,2,,1,2,2,1,2,1,1,2,2,2,2,1050,0,2,,,0,2,,,,0
100189703,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,0,3,7,0,0,2,2,3,3,7,3,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,8,0,,0,,1,12,0,,0,,1,13,0,,0,,1,12,1,86,0,,1,1,1,83,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,3,,,,2,,2,2,2,2,2,1,2,1,2,2,2,2600,200,2,,,0,2,,,,0
100189704,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,2,7,5,0,2,3,3,2,7,7,1,2,1,1,2,1,88,0,,0,,0,,1,13,0,,0,,0,,0,,0,,1,8,0,,1,6,0,,1,6,0,,1,13,0,,0,,1,11,1,1,0,,1,12,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,30,,,,,5,,,,2,2,2,2,2,1,2,2,2,2,2,1850,0,2,,,0,2,,,,0
100190901,1,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,5,0,4,7,7,4,7,1,2,1,1,1,1,16,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,2,14,1,12,0,,1,8,0,,1,6,1,11,1,11,1,10,1,12,0,,0,,0,,1,10,1,12,1,14,1,1,,,,,,,0,15,,,3,,5,,2,,1,1,2,2,2,1,2,1,2,2,2,3800,0,2,,,0,2,,,,0
100190902,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,2,7,2,3,2,7,7,7,7,0,3,1,1,1,1,2,15,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,9,2,14,0,,2,15,0,,0,,1,6,0,,1,6,1,9,1,12,1,10,2,9,1,86,2,0,0,,1,10,1,12,0,,1,1,,,,,,1,0,30,,2,,,5,,2,,2,2,2,2,2,1,2,1,2,2,2,2600,0,2,,,0,9,,,,0
100190903,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,4,4,7,3,4,1,5,5,7,7,7,1,1,1,1,1,0,,4,16,0,,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,14,1,14,0,,1,12,0,,1,12,1,15,1,12,3,15,1,13,0,,2,10,0,,3,16,1,16,2,10,2,,,,,,,,0,15,,,,,5,,,,1,1,2,2,1,1,1,1,2,2,1,8000,0,2,,,0,2,,,,0
100190904,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,3,5,7,4,7,1,7,7,7,7,7,1,1,1,2,1,0,,1,6,0,,0,,1,14,0,,0,,0,,0,,0,,1,6,1,7,1,1,1,14,2,12,0,,1,8,0,,1,8,1,9,1,3,1,3,1,3,0,,2,9,0,,0,,0,,0,,1,1,,,,,,,0,8,,,3,,5,,1,,2,2,2,2,2,1,2,2,2,2,2,2200,0,2,,,0,2,,,,0
100190905,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,3,0,4,7,3,7,0,3,7,7,7,7,1,1,1,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,15,0,,0,,1,13,1,12,0,,1,16,0,,0,,1,15,1,10,1,6,0,,0,,1,16,0,,0,,0,,0,,1,,2,,,,,,0,5,,,,4,,,,,2,2,2,2,2,2,2,2,2,2,2,4320,600,2,,,0,9,,,,0
100192501,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,7,2,7,2,0,7,7,7,7,3,1,1,1,1,1,0,,1,14,0,,0,,0,,0,,0,,0,,0,,0,,2,6,0,,0,,2,13,0,,1,6,1,11,1,11,1,11,1,11,1,6,1,6,1,13,0,,1,10,0,,1,14,0,,0,,1,1,,,,,,,0,15,1,,,,5,,2,,1,2,2,2,2,1,1,1,2,2,2,4000,0,2,,,0,2,,,,0
100192502,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,3,7,2,1,1,7,3,7,3,2,3,1,2,1,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,0,,1,13,0,,0,,1,11,0,,1,11,1,8,1,6,1,11,1,14,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,20,,2,,,5,,2,,2,2,2,2,2,1,2,1,2,2,2,1200,0,2,,,0,2,,,,0
100192503,1,0,0,0,0,2,2,2,2,2,2,,,,,,,,,,,7,2,1,0,1,7,0,7,2,7,3,3,1,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,13,1,6,1,6,0,,0,,1,6,1,10,0,,1,7,1,15,1,11,1,14,1,13,0,,0,,0,,0,,0,,0,,1,1,,,,,,,0,25,,,3,,,,1,,2,2,2,2,2,1,2,1,2,2,2,2850,480,2,,,0,2,,,,0
100192504,1,0,0,0,0,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,7,7,5,2,1,2,0,7,4,7,3,0,3,2,2,2,2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,6,0,,1,1,1,15,0,,0,,1,13,0,,0,,1,5,1,91,1,7,1,15,0,,1,86,0,,0,,0,,0,,1,1,,,,,,1,0,15,,,,4,,,,,2,2,2,2,2,1,2,1,2,2,2,4000,1800,2,,,0,2,,,,0
100192505,1,0,0,0,0,1,2,1,1,1,1,1,1,2,,,,,,,,5,0,1,3,3,4,2,2,4,4,7,7,1,2,1,1,2,0,,0,,0,,0,,1,15,0,,0,,0,,0,,0,,0,,0,,0,,1,14,1,12,0,,1,10,0,,1,8,1,89,1,12,1,12,1,14,0,,1,12,0,,0,,0,,1,15,1,1,,,,,,,0,30,,2,,,5,,1,,2,2,1,1,2,1,2,1,2,2,2,2408,600,2,,,0,2,,,,0
100192506,1,0,0,0,0,2,2,2,1,2,2,2,2,2,,,,,,,,7,2,2,5,4,0,0,6,7,7,4,7,3,1,1,1,1,0,,1,16,0,,0,,0,,0,,0,,0,,0,,0,,1,14,0,,1,4,1,15,0,,0,,1,1,0,,1,10,1,2,1,96,1,86,2,8,1,80,0,,0,,0,,0,,0,,1,1,,,,,,2,0,20,,,3,4,,,1,,2,2,2,2,2,1,1,1,2,2,2,4200,240,2,,,0,2,,,,0
