folioviv,foliohog,numren,id_trabajo,trapais,subor,indep,personal,pago,contrato,tipocontr,pres_1,pres_2,pres_3,pres_4,pres_5,pres_6,pres_7,pres_8,pres_9,pres_10,pres_11,pres_12,pres_13,pres_14,pres_15,pres_16,pres_17,pres_18,pres_19,pres_20,pres_21,pres_22,pres_23,pres_24,pres_25,pres_26,htrab,sinco,scian,clas_emp,tam_emp,no_ing,tiene_suel,tipoact,socios,soc_nr1,soc_nr2,soc_resp,otra_act,tipoact2,tipoact3,tipoact4,lugar,conf_pers
3005163901,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,8342,4850,2,4,,,,,,,,,,,,,
3005163901,1,2,1,1,1,,,1,1,1,1,,,,,,,8,,,,,,,,,,,,,,,,,,,48,9621,4881,2,8,,,,,,,,,,,,,
3005163902,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4111,4611,,2,,2,2,2,,,,2,,,,,
3005163902,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4211,4611,1,2,,,,,,,,,,,,,
3005163903,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,55,9221,2361,1,2,,,,,,,,,,,,,
3005163903,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9661,5620,,1,,2,3,2,,,,2,,,,,
3005163903,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,9643,8140,,1,,,,,,,,,,,,,
3005163906,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9611,8140,,1,,,,,,,,,,,,,
3005163906,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,8342,4850,2,7,,,,,,,,,,,,,
3005163906,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,5222,8140,,1,,,,,,,,,,,,,
3005350307,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,9111,1110,1,3,,,,,,,,,,,,,
3005350307,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,9611,8140,,1,,,,,,,,,,,,,
3005350308,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,5116,7221,1,2,,,,,,,,,,,,,
3005350309,1,1,1,1,1,,,1,1,2,,2,,,,,,,,,11,,,14,,,17,,,,,,,,,,40,7134,2221,3,7,,,,,,,,,,,,,
3005350311,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,,,,,17,18,,20,,22,,24,,,40,7212,3110,2,7,,,,,,,,,,,,,
3005350312,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,,,13,,15,,17,18,,,,,23,24,,,30,2331,6112,3,7,,,,,,,,,,,,,
3005350312,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,9,2172,7111,1,4,,,,,,,,,,,,,
3005350312,1,2,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,2331,6111,2,3,,,,,,,,,,,,,
3005350419,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7513,3110,,1,,2,1,2,,,,2,,,,,
3005350421,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6111,1110,,2,,2,4,2,,,,2,,,,,
3005350421,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,19,,,,,,,,12,3121,7221,1,2,,,,,,,,,,,,,
3005350421,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,19,,,,,,,,35,5111,7221,1,2,,,,,,,,,,,,,
3005350422,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,19,,,,,,,,60,5112,7221,1,2,,,,,,,,,,,,,
3005350422,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,,12,,14,,,,,19,,,,,,,,56,5111,7221,1,2,,,,,,,,,,,,,
3005350422,1,4,1,1,1,,,1,1,2,1,,,,,,7,8,,10,11,,13,14,15,,17,,,,21,,,,,,48,9236,3110,2,11,,,,,,,,,,,,,
3005350423,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,7411,8111,1,2,,,,,,,,,,,,,
3005350423,1,2,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,19,,,,,,,,60,5114,7221,1,2,,,,,,,,,,,,,
3005350601,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2382,,2,,,,,,,,,,,,,
3005350601,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6211,1141,,1,,2,9,2,,,,2,,,,,
3005350602,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6111,1110,,2,,2,4,2,,,,2,,,,,
3005350602,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,9221,2399,,2,,,,,,,,,,,,,
3005350602,1,3,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9111,1110,1,2,,,,,,,,,,,,,
3005350602,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,7513,3110,1,2,,,,,,,,,,,,,
3005350603,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,,16,17,,,,,,23,24,,,40,2331,6112,3,3,,,,,,,,,,,,,
3005350603,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,14,,,17,,,,21,,23,24,,,60,8341,4920,2,3,,,,,,,,,,,,,
3005350604,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,9221,2382,,2,,,,,,,,,,,,,
3005350604,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,9221,2382,,2,,,,,,,,,,,,,
3005350604,1,3,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,,14,,16,,,,,,,23,24,,,48,4201,4671,2,4,,,,,,,,,,,,,
3005350606,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,55,9221,2361,1,3,,,,,,,,,,,,,
3005350713,1,1,1,1,1,,,1,1,1,,,,,,,,8,9,,,,,,,,,,,,,,,,,,48,8341,9314,3,2,,,,,,,,,,,,,
3005350716,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,72,7411,8111,1,2,,,,,,,,,,,,,
3004200502,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2817,6211,,1,,2,3,,,,,,,,,,
3005350718,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,18,9111,1110,1,2,,,,,,,,,,,,,
3005356801,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,,,,14,15,16,17,,,,21,,,,,,45,2512,9313,3,11,,,,,,,,,,,,,
3005356803,1,1,1,1,1,,,1,2,,1,,,,,,7,8,9,,,,,,15,16,17,,,20,,,,,,,30,3131,6112,3,4,,,,,,,,,,,,,
3005356804,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,6121,1121,,1,,2,5,2,,,,2,,,,,
3005356805,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,5111,8130,4,2,,,,,,,,,,,,,
3005356805,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,44,9221,2382,1,2,,,,,,,,,,,,,
3005356805,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2382,1,2,,,,,,,,,,,,,
3005356806,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2135,5411,,1,,2,3,2,,,,2,,,,,
3005373501,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,,,14,,16,17,18,,,,,,24,,,40,4211,4620,2,10,,,,,,,,,,,,,
3005373501,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,6,9611,8140,,1,,,,,,,,,,,,,
3005373502,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,8342,4850,1,2,,,,,,,,,,,,,
3005373502,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,56,4211,4611,1,2,,,,,,,,,,,,,
3005373503,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,7121,2382,,1,,2,1,2,,,,2,,,,,
3005373504,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,2512,2361,1,6,,,,,,,,,,,,,
3005373504,1,2,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,12,,14,15,,17,,,,,,,,,,54,3121,7131,2,8,,,,,,,,,,,,,
3005373505,1,2,1,1,1,,,1,2,,1,,,,,,,8,,10,,,,,,,17,,,,,,,,,,50,2651,5411,2,3,,,,,,,,,,,,,
3005373506,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,9221,2382,,2,,,,,,,,,,,,,
3005447003,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,3132,4661,1,2,,,,,,,,,,,,,
3005447005,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,,14,,16,,,,,,,23,24,,,40,2322,6112,3,3,,,,,,,,,,,,,
3005447005,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,,,14,,16,,,,,,,23,24,,,42,2322,6112,3,3,,,,,,,,,,,,,
3005447006,1,1,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3111,8130,4,8,,,,,,,,,,,,,
3005488201,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2634,8112,,1,,2,3,2,,,,2,,,,,
3005488202,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,7513,7222,,1,,2,3,2,,,,2,,,,,
3005488203,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,7121,2361,1,2,,,,,,,,,,,,,
3005488203,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,7613,4671,1,2,,,,,,,,,,,,,
3005488203,2,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,7221,3320,1,2,,,,,,,,,,,,,
3005488204,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,40,5211,8121,1,2,,,,,,,,,,,,,
3005488204,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,9411,7221,1,3,,,,,,,,,,,,,
3005488205,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4224,4690,,1,,2,2,2,,,,2,,,,,
3005488205,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,52,8342,4850,1,2,,,,,,,,,,,,,
3005488206,1,2,1,1,1,,,1,1,1,1,,,,,,7,8,,,11,,,,,16,,,,,,,,,,,51,9621,5613,2,12,,,,,,,,,,,,,
3005630313,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2643,5170,,2,,2,3,,,,,,,,,,
3005630313,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3115,5170,1,2,,,,,,,,,,,,,
3005630314,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,57,7212,2361,1,4,,,,,,,,,,,,,
3005630314,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,9611,8140,,1,,,,,,,,,,,,,
3005630314,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,7343,3140,,1,,2,1,2,,,,2,,,,,
3005630315,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,56,9221,2361,1,2,,,,,,,,,,,,,
3005630315,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2641,8112,,1,,2,3,2,,,,2,,,,,
3005630315,1,3,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,9221,2361,1,2,,,,,,,,,,,,,
3005630315,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,2711,6141,1,2,,,,,,,,,,,,,
3005630315,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,9221,2361,1,2,,,,,,,,,,,,,
3005630315,2,1,1,1,1,,,1,1,2,1,,,,,,7,8,,,11,12,,,,,,,,,,,,,,,66,7514,3110,1,3,,,,,,,,,,,,,
3005630315,2,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,19,,,,,,,,17,9611,8140,,1,,,,,,,,,,,,,
3004485705,1,1,1,1,1,,,1,1,2,,,,4,,,7,8,9,,11,,,14,,16,17,18,19,,,,23,24,,,48,1614,6132,3,10,,,,,,,,,,,,,
3005630607,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,,,14,,,,,,,,,,,,,48,4201,4631,2,2,,,,,,,,,,,,,
3005630608,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,10,11,,13,14,15,16,17,,,,,,,,,,30,3115,9313,3,8,,,,,,,,,,,,,
3005630608,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,,17,,,,,,23,,,,30,3115,9313,3,8,,,,,,,,,,,,,
3005630610,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,48,9221,2382,1,2,,,,,,,,,,,,,
3005630610,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,21,9611,8140,,2,,,,,,,,,,,,,
3005630610,1,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4111,4631,,1,,2,2,2,,,,2,,,,,
3005630611,1,2,1,1,1,,,1,2,,1,,,,,,,,,,,,,14,,,,,,,,,,,,,48,4211,4641,2,2,,,,,,,,,,,,,
3005630612,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,,,,14,15,16,17,,,,21,,,,,,60,2544,4671,2,2,,,,,,,,,,,,,
3005630720,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,2563,7112,1,6,,,,,,,,,,,,,
3005630720,1,1,2,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4211,4651,1,2,,,,,,,,,,,,,
3005630721,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,,,14,15,16,17,18,,,21,,23,24,,,50,1614,3110,2,11,,,,,,,,,,,,,
3005630721,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,58,1212,5411,,1,,1,3,2,,,,2,,,,,
3005630722,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,10,11,,,14,15,16,17,18,,,,,,,,,72,2223,6132,3,10,,,,,,,,,,,,,
3005630901,1,1,1,1,1,,,1,1,1,,2,,,,,7,8,9,,11,,,14,,16,,18,,,,,23,24,,,28,2332,6112,3,4,,,,,,,,,,,,,
3005630901,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,15,16,17,18,,,,,23,,,,40,2335,6112,3,4,,,,,,,,,,,,,
3005630901,1,3,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,2822,6211,1,2,,,,,,,,,,,,,
3005630901,1,4,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2532,9312,3,2,,,,,,,,,,,,,
3005630902,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,40,9611,8140,,1,,,,,,,,,,,,,
3005630903,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,8342,4850,,1,,2,3,,,,,,,,,,
3005630903,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7999,3380,,1,,2,1,2,,,,2,,,,,
3005630904,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,54,9331,5322,1,2,,,,,,,,,,,,,
3005630905,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,7212,3320,,1,,2,1,2,,,,2,,,,,
3005692402,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4111,4611,,2,,2,2,,,,,,,,,,
3005692402,1,2,1,1,1,,,1,2,,1,,,,,,7,,9,,,,,,,,17,,,20,,,,,,,24,2121,4631,1,2,,,,,,,,,,,,,
3005692402,1,3,1,1,1,,,1,1,2,1,,,,,6,7,8,9,10,11,12,,14,15,,17,,,,,,,24,,,45,3121,5221,2,4,,,,,,,,,,,,,
3005692402,1,3,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4211,4611,1,2,,,,,,,,,,,,,
3005692403,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5112,7221,,2,,2,3,2,,,,2,,,,,
3005692403,1,2,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9411,7221,1,2,,,,,,,,,,,,,
3005692404,1,4,1,1,1,,,1,1,2,1,,,,,,,8,9,10,11,,13,14,,16,17,18,,,,,,24,,,40,2261,2370,2,4,,,,,,,,,,,,,
3005692404,1,5,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,,14,15,,,,,20,,,,,,,54,3121,5222,2,4,,,,,,,,,,,,,
3005692406,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,9221,2361,1,2,,,,,,,,,,,,,
3005821801,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,15,,17,18,,,21,,23,24,,,45,5313,6112,3,3,,,,,,,,,,,,,
3005821801,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,32,9521,7222,1,2,,,,,,,,,,,,,
3005821801,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,5116,7221,1,2,,,,,,,,,,,,,
3005821802,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5112,7221,,1,,2,3,2,,,,2,,,,,
3005821802,1,2,1,1,1,,,1,1,1,1,,,,,,,8,9,10,11,,,14,15,,,,,,,,23,,,,61,4211,4651,2,7,,,,,,,,,,,,,
3005821803,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,9111,1110,1,2,,,,,,,,,,,,,
3005821803,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,32,9611,8140,,1,,,,,,,,,,,,,
3005821803,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,55,2651,5611,1,2,,,,,,,,,,,,,
3005821803,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,4211,4611,1,2,,,,,,,,,,,,,
3005821803,1,5,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,12,2651,5611,1,2,,,,,,,,,,,,,
3005821803,1,5,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7515,7221,,1,,2,3,2,,,,2,,,,,
3005821804,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,70,2632,8111,1,2,,,,,,,,,,,,,
3005155206,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,60,9237,3370,1,2,,,,,,,,,,,,,
3005821805,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,9521,4611,,1,,2,2,2,,,,2,,,,,
3005821806,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,9,,11,,,14,15,,17,,,,21,,23,,,,40,5313,5614,3,5,,,,,,,,,,,,,
3005821806,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,4211,4611,1,1,,,,,,,,,,,,,
3005841501,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,7,9643,8140,,1,,,,,,,,,,,,,
3005841501,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,32,7121,2361,1,2,,,,,,,,,,,,,
3005841501,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,50,9221,2361,1,2,,,,,,,,,,,,,
3005841502,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,,,,,,,,,,,,,72,4211,4661,1,2,,,,,,,,,,,,,
3005841503,1,1,1,1,1,,,1,2,,,,,,,,,8,,,,,,,,,,,,,,,,,,,24,5113,8140,,1,,,,,,,,,,,,,
3005841503,1,1,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,12,5113,7221,,1,,,,,,,,,,,,,
3005841503,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,45,9521,7222,1,1,,,,,,,,,,,,,
3005841505,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,,,,,14,15,,,,,,,,,,,,30,2271,5411,2,2,,,,,,,,,,,,,
3005841505,1,2,1,1,1,,,1,1,1,,,,,,,,8,9,,,,,,,,,,,,,,,,,,30,2335,6111,1,7,,,,,,,,,,,,,
3005982004,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2135,5411,,1,,2,3,2,,,,2,,,,,
3005982004,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,,,14,,,,,,,,,,,,,35,2331,6111,2,6,,,,,,,,,,,,,
3005982005,1,1,1,1,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,4223,5310,2,2,,,,,,,,,,,,,
3005982006,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7332,3150,,1,,2,1,2,,,,2,,,,,
3006045201,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,9221,2382,1,2,,,,,,,,,,,,,
3006045201,1,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4111,4611,,1,,2,2,2,,,,2,,,,,
3006045202,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4111,4611,,1,,2,2,2,,,,2,,,,,
3006045203,1,1,1,1,1,,,1,2,,1,,,,,6,,,9,,11,,,14,15,,17,,,,,,,,,,70,7212,8112,1,5,,,,,,,,,,,,,
3006045203,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,49,4211,4631,1,2,,,,,,,,,,,,,
3006045204,1,1,1,1,1,,,1,1,1,1,,,,,,7,8,,,,,,14,,,,,,,,,,,,,60,7212,2381,2,6,,,,,,,,,,,,,
3006045204,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,2174,7111,1,5,,,,,,,,,,,,,
3006045204,1,3,2,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,5,4232,5611,1,5,,,,,,,,,,,,,
3006045205,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,7121,2382,,1,,2,1,2,,,,2,,,,,
3006045205,1,3,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,9611,8140,,1,,,,,,,,,,,,,
3006045205,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,9236,4611,1,2,,,,,,,,,,,,,
3006045206,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,94,8342,4850,1,2,,,,,,,,,,,,,
3006088314,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,7513,3110,,1,,2,1,2,,,,2,,,,,
3006088317,1,3,1,1,1,,,1,1,1,,,,4,,,,8,9,10,,,,,,,,,,,,,23,,,,40,2632,8111,3,5,,,,,,,,,,,,,
3006088317,1,4,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,,,13,14,,,,,,,,,23,,,,48,2426,6299,1,3,,,,,,,,,,,,,
3006088317,1,5,1,1,1,,,1,1,1,,,,4,,,7,8,9,10,11,,,,,,,,,,,,23,24,,,40,1511,6222,3,7,,,,,,,,,,,,,
3006088318,1,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,28,9411,7221,1,2,,,,,,,,,,,,,
3006088607,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,42,9631,8111,1,2,,,,,,,,,,,,,
3006088608,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,,,17,,,,,,,24,,,40,1512,6222,3,9,,,,,,,,,,,,,
3006088608,1,2,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,12,13,14,,,17,,,,,,,24,,,40,2821,6222,3,9,,,,,,,,,,,,,
3006088609,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,14,15,,17,18,,,,,23,,,,40,2552,6132,3,9,,,,,,,,,,,,,
3006088611,1,1,1,1,1,,,1,1,2,1,,,,,,7,8,9,10,11,12,13,14,,16,17,,,,,,,,,,48,4211,4620,2,8,,,,,,,,,,,,,
3006088612,1,2,1,1,1,,,1,1,2,1,,,,,,7,8,9,,11,12,13,14,15,16,17,,19,,,,23,,,,40,2821,6212,3,8,,,,,,,,,,,,,
3006088721,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,4111,4631,,1,,2,2,2,,,,2,,,,,
3006088722,1,3,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,7513,3110,,1,,2,1,2,,,,2,,,,,
3006088723,1,1,1,1,1,,,1,1,2,,2,,,,,7,8,9,,11,,13,14,15,16,17,18,,,21,,23,24,,,20,2332,6112,3,3,,,,,,,,,,,,,
3006088723,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7221,3320,,1,,2,1,2,,,,2,,,,,
3005350716,2,1,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,55,9221,2361,1,3,,,,,,,,,,,,,
3006088724,1,1,1,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2636,8112,1,2,,,,,,,,,,,,,
3006088901,1,1,1,1,1,,,1,1,2,,,,4,,,7,8,9,,11,12,13,14,15,16,17,,,,,,23,,,,40,2827,6222,3,10,,,,,,,,,,,,,
3006088901,1,2,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,2655,5414,1,2,,,,,,,,,,,,,
3006088901,1,4,1,1,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,26,90,8342,4850,1,3,,,,,,,,,,,,,
3006088902,1,1,1,1,1,,,1,2,,1,,,,,,,8,,,,,,14,,,,,,,,,,,,,60,8341,1121,1,2,,,,,,,,,,,,,
